name,Location,URL,Avg Stars,Your Stars,Route Type,grade,Pitches,Length,Area Latitude,Area Longitude,id
Carol,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122811149/carol,3.4,-1,Trad,5.10a,1,90,47.82462,-121.55486,272
Roadside Floral Curtain,(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106311353/roadside-floral-curtain,3.7,-1,Sport,5.12b,1,100,47.81897,-121.57568,273
Eso No Se Hace,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106461915/eso-no-se-hace,2.6,-1,Trad,5.11a,1,65,47.82307,-121.56695,274
Raggedy Anne,(c) Earwax Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108725410/raggedy-anne,3.5,-1,Sport,5.11c/d,1,70,47.82329,-121.5678,275
Stud Farm,Upper Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106007905/stud-farm,3.5,-1,Sport,5.11c,1,,47.82061,-121.56993,276
Kiss the Sky,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121238923/kiss-the-sky,3.7,-1,Sport,5.11+,2,110,47.81692,-121.57748,277
Cosmic Dancer,(a) Wall of Voodoo > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120471418/cosmic-dancer,3.7,-1,Trad,5.13-,1,100,47.82271,-121.56903,278
Sucker Punch,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106311360/sucker-punch,3.4,-1,Sport,5.11+,1,80,47.81911,-121.57607,279
Calling Wolfgang,(e) Sport Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107436292/calling-wolfgang,3.5,-1,Trad,5.12b,1,110,47.82379,-121.566,280
Good Girls Like Bad Boys,Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109222940/good-girls-like-bad-boys,3.7,-1,Sport,5.12a,5,450,47.82384,-121.56581,281
The Wasp,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113036197/the-wasp,2.7,-1,Trad,5.10c,1,50,47.8243,-121.5613,282
Tricksy Hobbitses,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120057547/tricksy-hobbitses,3.7,-1,Trad,5.13a,1,115,47.81847,-121.57139,283
The Anthropocene,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121233152/the-anthropocene,2.6,-1,Sport,5.9,1,75,47.81692,-121.57748,284
Legends Ride Free,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120344979/legends-ride-free,3.7,-1,"Trad, TR",5.11-,1,35,47.82354,-121.56683,285
The Black Radish,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114348535/the-black-radish,4,-1,Trad,5.11c,6,600,47.8253,-121.561,286
Nativity in Black,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113633567/nativity-in-black,3.8,-1,Trad,5.11d,9,750,47.8253,-121.561,287
Sam,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613429/sam,3.7,-1,Trad,5.12,1,110,47.82462,-121.55486,288
5.12 Index Ave.,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114490917/512-index-ave,3.8,-1,Sport,5.12c,1,90,47.81847,-121.57139,289
A Wisdom that is Woe,(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111016801/a-wisdom-that-is-woe,3.8,-1,Sport,5.13,1,90,47.82399,-121.56549,290
Unicorn Blues,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109435781/unicorn-blues,3.1,-1,Sport,5.12a,1,70,47.81993,-121.5696,291
Accidental Discharge,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329285/accidental-discharge,3.7,-1,Sport,5.11b,1,80,47.81993,-121.5696,292
Working For Tips (5c E3),The Gunks > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119345468/working-for-tips-5c-e3,3.4,-1,Trad,5.11a,1,40,47.82128,-121.56947,293
Stems & Valleys,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108269608/stems-valleys,2.4,-1,Trad,5.11a,1,60,47.8191,-121.5719,294
One Small Step,Small Steps > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122611264/one-small-step,3.6,-1,"Trad, TR",5.10b/c,1,60,47.82583,-121.55817,295
"Why Here, Tiger Lily?",(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122669190/why-here-tiger-lily,3.1,-1,Trad,5.9,3,250,47.82531,-121.55859,296
Infrared,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117528474/infrared,2.6,-1,Trad,5.10b,1,50,47.82307,-121.56695,297
The Wizard,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111976738/the-wizard,3.1,-1,Sport,5.10c,1,,47.82399,-121.56548,298
Child's Play,(e) Sport Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116730707/childs-play,3.3,-1,Sport,5.11d,1,70,47.82379,-121.566,299
Sisu,Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115362195/sisu,3.8,-1,Sport,5.11+,7,800,47.82384,-121.56581,300
Slug Life,Slug Bats > The Meadows > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115457453/slug-life,3.5,-1,"Trad, TR",5.8,1,45,47.82424,-121.56201,301
Sisara*,(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122817110/sisara,3.2,-1,Sport,5.10c/d,1,138,47.82531,-121.55859,302
A-Frame in the Woods,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121377922/a-frame-in-the-woods,3.4,-1,Sport,5.10c/d,1,95,47.81783,-121.57528,303
You Can Cool Jack Robinson,(G) Bowling-to-Cringe > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112018414/you-can-cool-jack-robinson,3.5,-1,Trad,5.12+,1,,47.82514,-121.55905,304
Pork Chop Torpedo,The Beyond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108283741/pork-chop-torpedo,3.5,-1,Trad,5.10b,1,70,47.8253,-121.561,305
Dirty Laundry,Little Elvis > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116633311/dirty-laundry,3.4,-1,Sport,5.11d,1,,47.82215,-121.56818,306
Sweet Nuthin,(E) The Velvet > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123232592/sweet-nuthin,3.7,-1,Trad,5.10b/c,2,150,47.82514,-121.55905,307
Curious Poses,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108790258/curious-poses,2.5,-1,Trad,5.10d,2,100,47.825,-121.55807,308
Drunken Master,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120950372/drunken-master,3.4,-1,Sport,5.11-,1,50,47.81692,-121.57748,309
The Breakup,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113482252/the-breakup,3.4,-1,Sport,5.11+,1,100,47.81911,-121.57607,310
Heebee Geebees,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613437/heebee-geebees,3.3,-1,Trad,5.11c,1,60,47.82462,-121.55486,311
Great Escape,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116238893/great-escape,2.5,-1,Trad,5.11a/b,1,50,47.82307,-121.56695,312
The Dark Crystal,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108136087/the-dark-crystal,3.4,-1,Trad,5.11b,2,,47.8253,-121.561,313
The Crimson Eye,(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111804803/the-crimson-eye,3,-1,Trad,5.11,4,,47.82354,-121.56683,314
Playing by Ear,Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120714317/playing-by-ear,2.3,-1,Sport,5.10c/d,1,35,47.82058,-121.56988,315
Sonic Reducer,(B) Sonic Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106328511/sonic-reducer,3.2,-1,Sport,5.12-,1,90,47.81838,-121.57175,316
Albinestone,(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106473820/albinestone,3.5,-1,Sport,5.11d,1,80,47.82399,-121.56549,317
Park Ranger,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111771803/park-ranger,2.6,-1,Trad,5.9+,4,400,47.81847,-121.57139,318
Tie Me to a Length of That,(a) Velvet Underground > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116241704/tie-me-to-a-length-of-that,3.5,-1,Sport,5.12a,1,80,47.81973,-121.57704,319
Wicked,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121374233/wicked,2.7,-1,Sport,5.10d,1,70,47.81783,-121.57528,320
Cattalk,(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114086722/cattalk,3.5,-1,Trad,5.11,1,,47.82531,-121.55859,321
A Hatch,(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109469876/a-hatch,3.1,-1,Trad,5.12-,1,,47.82531,-121.55859,322
Bob and Doris,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112020482/bob-and-doris,3.3,-1,"Trad, TR",5.10+,1,80,47.81859,-121.57101,323
That's What She Said,Shady Lane West > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117507424/thats-what-she-said,2.7,-1,Trad,5.10-,1,70,47.82307,-121.56695,324
The Zipper (Complete Aid),(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108985223/the-zipper-complete-aid,3.5,-1,"Trad, Aid",5.11 A2,6,350,47.82399,-121.56548,325
Tour of Duty,(a) Quarry > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108133815/tour-of-duty,3.5,-1,Trad,5.11b,5,,47.81908,-121.57027,326
Tales From Zahajko,(a) Quarry > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108131619/tales-from-zahajko,3.3,-1,"Trad, Sport",5.11c,5,,47.81908,-121.57027,327
Coach's Fables,(a) Quarry > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108133850/coachs-fables,3.7,-1,"Trad, Sport",5.11d,3,,47.81908,-121.57027,328
Metal,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116682712/metal,3.1,-1,Trad,5.11b,1,70,47.81692,-121.57748,329
City Park Bolt Ladder,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109925731/city-park-bolt-ladder,2.3,-1,Sport,5.10b,1,40,47.81847,-121.57139,330
‘Cause I Got High,(d) Flagpole Block > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120813845/cause-i-got-high,3.5,-1,Sport,5.13a,1,25,47.82542,-121.55847,331
Noodle,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108154689/noodle,3,-1,"Trad, TR",5.11b,1,50,47.825,-121.55807,332
The Green Room,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108141479/the-green-room,2.7,-1,"Trad, TR",5.11c,1,50,47.82399,-121.56548,333
Knob Job,Garden Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108124064/knob-job,2.7,-1,"Trad, TR",5.10c/d,1,,47.81783,-121.57292,334
Tommy Dutra Memorial Route (short),(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119302571/tommy-dutra-memorial-route-short,2.3,-1,Trad,5.8,1,50,47.81692,-121.57748,335
Trout Farm Massacre,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119711973/trout-farm-massacre,3.3,-1,Trad,5.11c,1,50,47.81847,-121.57139,336
Ten Percent Direct (En Passant),"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/116994868/ten-percent-direct-en-passant,3.5,-1,Trad,5.14-,1,50,47.81847,-121.57139,337
Supermodel,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121249207/supermodel,3.4,-1,Trad,5.12a,1,60,47.81847,-121.57139,338
Avenging the Goddess Kring,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111650926/avenging-the-goddess-kring,3.1,-1,Trad,5.11b/c,1,200,47.8243,-121.5613,339
Better to Climb on Your Knees Than Fail on Your Feet (5a HVS),The Gunks > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119345360/better-to-climb-on-your-knees-than-fail-on-your-feet-5a-hvs,3.2,-1,Trad,5.10a,1,50,47.82128,-121.56947,340
Resting Witch Face,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613484/resting-witch-face,3.1,-1,Sport,5.10b,1,80,47.82462,-121.55486,341
Master Wong’s Super Sad Day,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120947104/master-wongs-super-sad-day,3.3,-1,Sport,5.12+,1,100,47.81692,-121.57748,342
Game On,Hag Crag > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113723135/game-on,2.9,-1,"Sport, TR",5.11b,1,110,47.82545,-121.55725,343
Nothing Lasts but Nothing is Lost,(e) Field of Dreams > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121374431/nothing-lasts-but-nothing-is-lost,3.3,-1,Sport,5.11+,1,75,47.81783,-121.57528,344
ZAP! Right between the Eyes,(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118860311/zap-right-between-the-eyes,3.3,-1,Sport,5.12d,1,100,47.81897,-121.57568,345
Pretty Vacant,(B) Sonic Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108263992/pretty-vacant,3.5,-1,Sport,5.11d,1,90,47.81838,-121.57175,346
Love Buttons,Little Elvis > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118794454/love-buttons,3.5,-1,Trad,5.11b,1,65,47.82215,-121.56818,347
Beckey-Stanley,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107298346/beckey-stanley,3.3,-1,Trad,5.11b,1,120,47.825,-121.55807,348
Everest Without Lycra,(b) Left of Earwax > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108155082/everest-without-lycra,3.4,-1,Sport,5.11b,1,80,47.82289,-121.5685,349
Crack in the Cosmic Egg,(c) The Beach > (1) Upper Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117396695/crack-in-the-cosmic-egg,3.5,-1,Sport,5.12c,1,70,47.82399,-121.56549,350
China Syndrome,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108146525/china-syndrome,2.5,-1,Trad,5.11a,1,,47.81911,-121.57607,351
"It's a Dog's Life, but You Can Picnic with Us","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108588370/its-a-dogs-life-but-you-can-picnic-with-us,3,-1,"Trad, TR",5.11c,1,60,47.81847,-121.57139,352
Deal with it Ranger,(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108143351/deal-with-it-ranger,3.3,-1,Trad,5.11b,1,,47.81859,-121.57101,353
Drunken Sarahenity,(d) Walking Legend Wall > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110923701/drunken-sarahenity,1.8,-1,"Sport, TR",5.10b,1,40,47.81721,-121.57599,354
Quietlands,(e) Sport Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116730355/quietlands,3.5,-1,Sport,5.12b,1,100,47.82379,-121.566,355
Crying Dragon,Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110630354/crying-dragon,3.4,-1,Trad,5.11d,6,600,47.82384,-121.56581,356
Phone Calls Full (Long Distance Phone Calls from the Dead),(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109542572/phone-calls-full-long-distance-phone-calls-from-the-dead,3.3,-1,"TR, Aid",5.12a A0,1,50,47.81962,-121.56921,357
Swim,Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106328848/swim,3.5,-1,"Trad, Aid",5.12b/c C0,6,500,47.82384,-121.56581,358
Yellow Cake,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108146513/yellow-cake,3.2,-1,Trad,5.11+,1,,47.81911,-121.57607,359
Engines of Archimedes,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108067704/engines-of-archimedes,3.2,-1,Sport,5.12a,1,,47.82399,-121.56548,360
Gerberding Route,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108141286/gerberding-route,2.6,-1,"Trad, TR",5.9+,1,50,47.82399,-121.56548,361
The Last Delusion,(b) Grandeur Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115365488/the-last-delusion,2.6,-1,Trad,5.10c,1,80,47.81938,-121.57581,362
Waiting for the Sun,Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106461837/waiting-for-the-sun,2.9,-1,Sport,5.9,1,55,47.8191,-121.5719,363
Moai,Moai > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122602755/moai,3.1,-1,Trad,5.10b,1,60,47.82568,-121.55818,364
Indextasy,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116110760/indextasy,3,-1,Trad,5.12,1,,47.81962,-121.56921,365
Meyah,(c) The Wart > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110952425/meyah,2.4,-1,Trad,5.10a,1,100,47.81678,-121.5767,366
Cornucopia,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114522252/cornucopia,3,-1,Trad,5.11c,1,60,47.82399,-121.56548,367
Attractive Nuisance,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105790979/attractive-nuisance,3,-1,Sport,5.13a,1,40,47.82399,-121.56548,368
Wipe,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108422187/wipe,3,-1,Trad,5.11a,1,60,47.81962,-121.56921,369
Written in Stone,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329290/written-in-stone,2.9,-1,Sport,5.11b,1,80,47.81993,-121.5696,370
Friendly Fire,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106416411/friendly-fire,2.5,-1,Sport,5.10c,1,80,47.82399,-121.56548,371
Istanbul,Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108126849/istanbul,2.2,-1,"Trad, TR",5.9,1,,47.825,-121.55807,372
Tiny Dancer,(b) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121218434/tiny-dancer,2.9,-1,Sport,5.10b,1,90,47.81692,-121.57748,373
Meadow and Spicer,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107296745/meadow-and-spicer,2.8,-1,"Trad, Boulder",5.10a/b V2-3,3,200,47.8249,-121.5601,374
Pumpkin Spice,Halloween > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122613467/pumpkin-spice,2.8,-1,Sport,5.10b,1,45,47.82462,-121.55486,375
Working Man,(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108147667/working-man,2.7,-1,Trad,5.11b,1,,47.81911,-121.57607,376
Big Science,(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111527600/big-science,3.3,-1,Trad,5.12b PG13,1,80,47.81962,-121.56921,377
The Womb,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114306594/the-womb,2.1,-1,Trad,5.8,1,50,47.8243,-121.5613,378
The Shrew,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/110917064/the-shrew,2.6,-1,Sport,5.11a,1,,47.8243,-121.5613,379
Number 9,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106462001/number-9,2.8,-1,Trad,5.10a,1,110,47.81993,-121.5696,380
R. O. U. S.,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108138661/r-o-u-s,2.7,-1,Sport,5.9,1,,47.8253,-121.561,381
Bowling to Biscuits,(G) Bowling-to-Cringe > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107377841/bowling-to-biscuits,2.4,-1,Trad,5.10d,2,130,47.82514,-121.55905,382
Errol Flynn on Piano,Pressure Drop Wall > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108124424/errol-flynn-on-piano,3,-1,"Trad, TR",5.12b,1,,47.82386,-121.56443,383
All Dogs Go to Heaven,(2) Lower Cheeks > The Cheeks > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106329342/all-dogs-go-to-heaven,3.2,-1,Sport,5.12d,1,70,47.82399,-121.56548,384
Constantinople (Istanbul Extension),Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117123442/constantinople-istanbul-extension,2.7,-1,"Trad, TR",5.10b,1,90,47.825,-121.55807,385
A Touch Too Much,Garden Wall > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108124056/a-touch-too-much,3,-1,"Trad, TR",5.11b,1,,47.81783,-121.57292,386
